announced,body_type,camera_name,sensor_size,dp_score,n_had,n_own,n_want,price_high,price_low,questions,reviewed_date,user_review_count,user_score
"Jan 5, 2012
 ",Ultracompact,Fujifilm FinePix Z110,"1/2.3"" (6.17 x 4.55 mm)",,0,0,0,,,0 questions asked,,,
"Oct 10, 2005
 ",Ultracompact,Fujifilm FinePix Z2,"1/2.5"" (5.744 x 4.308 mm)",,1,0,0,,,0 questions asked,,5,4.02
"May 22, 2008
 ",Ultracompact,Fujifilm FinePix Z200FD,"1/2.3"" (6.17 x 4.55 mm)",,0,0,0,,,0 questions asked,"Reviewed Dec 5, 2008",,
"Jan 24, 2008
 ",Ultracompact,Fujifilm FinePix Z20fd,"1/2.3"" (6.17 x 4.55 mm)",,1,1,0,$249.95 ,$129.95 ,0 questions asked,"Reviewed Nov 27, 2008",,
"May 30, 2006
 ",Ultracompact,Fujifilm FinePix Z3,"1/2.5"" (5.744 x 4.308 mm)",,0,1,0,,,0 questions asked,,7,4.47143
"Feb 17, 2009
 ",,Fujifilm FinePix Z30,,,0,0,0,$189.95 ,$135.00 ,1 question asked,,,
"Jun 12, 2009
 ",Ultracompact,Fujifilm FinePix Z300,"1/2.3"" (6.17 x 4.55 mm)",,0,1,1,,,0 questions asked,,,
"Feb 17, 2009
 ",Compact,Fujifilm FinePix Z33WP,"1/2.3"" (6.17 x 4.55 mm)",,2,7,0,$399.00 ,$249.95 ,1 question asked,"Reviewed Jul 1, 2009",7,3.87143
"Jul 22, 2009
 ",Compact,Fujifilm FinePix Z35,"1/2.3"" (6.17 x 4.55 mm)",,1,0,0,,,0 questions asked,,,
"Jul 22, 2009
 ",,Fujifilm FinePix Z37,,,0,0,0,,,0 questions asked,,,
"Feb 2, 2010
 ",Ultracompact,FujiFilm FinePix Z70 (FinePix Z71),"1/2.3"" (6.17 x 4.55 mm)",,0,1,0,$179.94 ,$129.99 ,1 question asked,,,
"Feb 2, 2010
 ",Ultracompact,FujiFilm FinePix Z700EXR (FinePix Z707EXR),"1/2"" (6.4 x 4.8 mm)",,0,0,0,$159.99 ,$129.00 ,0 questions asked,,2,4.2
"Jul 21, 2010
 ",Ultracompact,FujiFilm FinePix Z800EXR (FinePix Z808EXR),"1/2"" (6.4 x 4.8 mm)",,1,0,1,$399.99 ,$189.00 ,0 questions asked,,,
"Jan 5, 2011
 ",Ultracompact,FujiFilm Finepix Z90 (Finepix Z91),"1/2.3"" (6.17 x 4.55 mm)",,2,0,0,,,0 questions asked,,,
"Apr 5, 2011
 ",Ultracompact,Fujifilm FinePix Z900EXR,"1/2"" (6.4 x 4.8 mm)",,1,0,0,,,0 questions asked,,,
"Sep 19, 2016
 ",SLR-style mirrorless,Fujifilm GFX 50S,Medium format (44 x 33 mm),85%,27,51,369,,,12 questions asked,"Reviewed Apr 5, 2017",1,4.5
,,Fujifilm Instax 210 Instant Photo Camera,,,0,8,0,,,,,,
,,Fujifilm Instax Mini 25 Instant Film Camera,,,0,1,0,$64.90 ,$52.99 ,,,,
,,Fujifilm Instax Mini 50S Instant Film Camera,,,0,2,0,,,,,,
,,Fujifilm Instax Mini 8 Instant Film Camera,,,0,8,0,$139.80 ,$49.99 ,,,,
,,Fujifilm instax mini 90 NEO CLASSIC,,,1,12,0,$123.99 ,$122.99 ,,,1,3
"Sep 15, 1999
 ",Compact,FujiFilm MX-1200 (Finepix 1200),"1/2"" (6.4 x 4.8 mm)",,6,0,0,,,0 questions asked,,29,4.02069
"Jan 31, 2000
 ",,FujiFilm MX-1400 (FinePix 1400 Zoom),,,10,0,0,,,0 questions asked,,46,4.37826
"May 18, 1999
 ",Compact,FujiFilm MX-1500 (Finepix 1500),"1/2"" (6.4 x 4.8 mm)",,3,0,0,,,0 questions asked,,28,4.38929
"Aug 26, 1999
 ",Compact,FujiFilm MX-1700 (FinePix 1700 Zoom),"1/2"" (6.4 x 4.8 mm)",,1,1,0,,,0 questions asked,,46,4.02609
"Feb 4, 1999
 ",Compact,FujiFilm MX-2700 (Finepix 2700),"1/2"" (6.4 x 4.8 mm)",,3,1,0,,,0 questions asked,"Reviewed Aug 24, 1999",19,4.06316
"May 18, 1999
 ",Compact,FujiFilm MX-2900 Zoom (Finepix 2900Z),"1/2"" (6.4 x 4.8 mm)",,2,1,0,,,0 questions asked,"Reviewed Oct 28, 1999",34,4.10588
"Sep 25, 1998
 ",,Fujifilm MX-500,,,0,1,0,,,0 questions asked,,12,4
"Feb 4, 1999
 ",,Fujifilm MX-600 Zoom,,,0,1,0,,,0 questions asked,,7,4.12857
"Feb 3, 1998
 ",,FujiFilm MX-700 (FinePix 700),,,18,1,2,,,0 questions asked,,14,3.91429
"Sep 1, 2011
 ",Compact,Fujifilm X10,"2/3"" (8.8 x 6.6 mm)",76%,137,340,100,,,160 questions asked,"Reviewed Jul 11, 2012",38,4.08635
"Jan 19, 2017
 ",Large sensor compact,Fujifilm X100F,APS-C (23.6 x 15.6 mm),83%,27,193,306,"$1,299.99 ","$1,299.00 ",63 questions asked,"Reviewed Mar 16, 2017",1,4
"Jan 7, 2013
 ",Large sensor compact,Fujifilm X100S,APS-C (23.6 x 15.8 mm),81%,376,950,538,,,356 questions asked,"Reviewed Jul 29, 2013",15,3.95897
"Sep 10, 2014
 ",Large sensor compact,Fujifilm X100T,APS-C (23.6 x 15.8 mm),81%,170,564,455,"$1,448.00 ","$1,099.00 ",215 questions asked,"Reviewed Mar 25, 2015",8,4.72159
"Jan 7, 2013
 ",Compact,Fujifilm X20,"2/3"" (8.8 x 6.6 mm)",77%,82,259,81,,,160 questions asked,"Reviewed Apr 30, 2013",18,4.02778
"Aug 26, 2014
 ",Compact,Fujifilm X30,"2/3"" (8.8 x 6.6 mm)",76%,61,160,127,,,101 questions asked,"Reviewed Mar 27, 2015",8,4.625
"Jan 15, 2016
 ",Large sensor compact,Fujifilm X70,APS-C (23.6 x 15.6 mm),76%,42,152,157,,,22 questions asked,"Reviewed Apr 18, 2016",8,4.44952
"Sep 17, 2013
 ",Rangefinder-style mirrorless,Fujifilm X-A1,APS-C (23.6 x 15.6 mm),,51,131,22,$799.00 ,$329.00 ,26 questions asked,"Reviewed Dec 17, 2014",12,4.1713
"Dec 1, 2016
 ",Rangefinder-style mirrorless,Fujifilm X-A10,APS-C (23.6 x 15.6 mm),,1,0,1,,,1 question asked,"Reviewed May 12, 2017",,
"Jan 15, 2015
 ",Rangefinder-style mirrorless,Fujifilm X-A2,APS-C (23.6 x 15.6 mm),,15,36,43,,,6 questions asked,"Reviewed Nov 3, 2015",1,4.5
"Aug 25, 2016
 ",Rangefinder-style mirrorless,Fujifilm X-A3,APS-C (23.5 x 15.7 mm),74%,4,11,40,$699.90 ,$599.00 ,4 questions asked,"Reviewed Jul 12, 2017",3,4.08333
"Sep 6, 2012
 ",Rangefinder-style mirrorless,Fujifilm X-E1,APS-C (23.6 x 15.6 mm),79%,290,825,67,$899.00 ,$519.00 ,629 questions asked,"Reviewed Mar 1, 2013",27,4.1763
"Oct 18, 2013
 ",Rangefinder-style mirrorless,Fujifilm X-E2,APS-C (23.6 x 15.6 mm),80%,167,754,276,"$1,698.01 ",$678.00 ,362 questions asked,"Reviewed Mar 5, 2014",8,4.45192
"Jan 15, 2016
 ",Rangefinder-style mirrorless,Fujifilm X-E2S,APS-C (23.6 x 15.6 mm),77%,17,77,39,$999.00 ,$699.00 ,25 questions asked,"Reviewed Aug 9, 2016",1,4.5
"Sep 17, 2012
 ",Compact,Fujifilm XF1,"2/3"" (8.8 x 6.6 mm)",,26,161,16,$899.00 ,$219.99 ,68 questions asked,"Reviewed Sep 17, 2012",11,3.68182
"Jun 25, 2013
 ",Rangefinder-style mirrorless,Fujifilm X-M1,APS-C (23.6 x 15.6 mm),77%,91,224,46,,,107 questions asked,"Reviewed Sep 17, 2013",14,3.78846
"Jan 15, 2015
 ",Compact,Fujifilm XP80,"1/2.3"" (6.17 x 4.55 mm)",,1,7,1,$182.99 ,$158.05 ,2 questions asked,,,
"Jan 15, 2016
 ",Compact,Fujifilm XP90,"1/2.3"" (6.17 x 4.55 mm)",,0,8,1,$179.00 ,$104.99 ,2 questions asked,,1,3.5
"Jan 9, 2012
 ",Rangefinder-style mirrorless,Fujifilm X-Pro1,APS-C (23.6 x 15.6 mm),79%,214,744,195,,,256 questions asked,"Reviewed Jun 28, 2012",26,4.41154
"Jan 15, 2016
 ",Rangefinder-style mirrorless,Fujifilm X-Pro2,APS-C (23.6 x 15.6 mm),83%,85,540,512,"$2,299.00 ","$1,699.00 ",145 questions asked,"Reviewed Mar 14, 2016",11,4.51797
"Oct 18, 2013
 ",Compact,Fujifilm XQ1,"2/3"" (8.8 x 6.6 mm)",,2,45,36,$479.99 ,$429.95 ,21 questions asked,"Reviewed Oct 18, 2013",2,4.5
"Jan 15, 2015
 ",Ultracompact,Fujifilm XQ2,"2/3"" (8.8 x 6.6 mm)",,4,22,10,,,13 questions asked,"Reviewed Nov 10, 2015",,
"Nov 24, 2011
 ",SLR-like (bridge),Fujifilm X-S1,"2/3"" (8.8 x 6.6 mm)",,41,126,32,,,78 questions asked,,23,4.29748
"Jan 28, 2014
 ",SLR-style mirrorless,Fujifilm X-T1,APS-C (23.6 x 15.6 mm),84%,386,1770,806,"$1,998.00 ",$799.00 ,822 questions asked,"Reviewed Apr 14, 2014",32,4.39509
"Aug 3, 2015
 ",SLR-style mirrorless,Fujifilm X-T1 IR,APS-C (23.6 x 15.6 mm),,1,10,23,,,3 questions asked,,,
"May 18, 2015
 ",SLR-style mirrorless,Fujifilm X-T10,APS-C (23.6 x 15.6 mm),80%,87,369,153,"$1,099.95 ",$599.00 ,243 questions asked,"Reviewed Aug 4, 2015",9,4.37172
"Jul 7, 2016
 ",SLR-style mirrorless,Fujifilm X-T2,APS-C (23.6 x 15.6 mm),86%,55,828,485,"$1,899.00 ","$1,599.00 ",253 questions asked,"Reviewed Oct 19, 2016",6,4.72222
"Jan 19, 2017
 ",SLR-style mirrorless,Fujifilm X-T20,APS-C (23.6 x 15.6 mm),82%,14,205,157,"$1,149.00 ",$899.95 ,126 questions asked,"Reviewed Mar 21, 2017",2,4
"Jun 22, 2016
 ",Rangefinder-style mirrorless,Hasselblad X1D,Medium format (44 x 33 mm),,49,50,343,,,,"Reviewed Apr 3, 2017",1,4.5
,,Holga 120FN Medium Format Plastic Camera with Flash,,,0,2,0,,,,,,
,,Holga 120N Medium Format Plastic Camera,,,0,5,0,$29.95 ,$24.50 ,,,,
"Jul 2, 2002
 ",,HP Photosmart 320,,,9,2,0,,,0 questions asked,,18,3.66111
"Aug 11, 2003
 ",Compact,HP Photosmart 435,"1/2.7"" (5.312 x 3.984 mm)",,1,1,0,,,0 questions asked,,13,3.11538
"Jul 2, 2002
 ",,HP Photosmart 620,,,1,1,0,,,0 questions asked,,7,3.82857
"Aug 11, 2003
 ",Compact,HP Photosmart 635,"1/3.2"" (4.544 x 3.408 mm)",,2,0,0,,,0 questions asked,,11,4.30909
"Oct 2, 2001
 ",,HP Photosmart 715,,,0,0,0,,,0 questions asked,,12,4.01667
"Jul 2, 2002
 ",,HP Photosmart 720,,,4,0,0,,,0 questions asked,,21,3.93333
"Mar 3, 2003
 ",Compact,HP Photosmart 735,"1/2.7"" (5.312 x 3.984 mm)",,6,2,0,,,0 questions asked,,44,3.85682
"Jan 9, 2002
 ",Compact,HP Photosmart 812,"1/1.8"" (7.144 x 5.358 mm)",,0,0,0,,,0 questions asked,"Reviewed May 10, 2002",25,3.044
"Sep 2, 2002
 ",Compact,HP Photosmart 850,"1/1.8"" (7.144 x 5.358 mm)",,4,0,0,,,0 questions asked,"Reviewed Feb 6, 2003",66,4.25606
"Mar 3, 2003
 ",Compact,HP Photosmart 935,"1/1.8"" (7.144 x 5.358 mm)",,3,0,0,,,0 questions asked,"Reviewed Aug 5, 2003",17,3.95294
"Aug 11, 2003
 ",Compact,HP Photosmart 945,"1/1.8"" (7.144 x 5.358 mm)",,6,0,0,,,0 questions asked,,58,4.24483
"Feb 12, 1998
 ",,HP Photosmart C20,,,0,0,0,,,0 questions asked,,9,2.98889
"Oct 3, 1999
 ",Compact,HP Photosmart C200,,,2,2,0,,,0 questions asked,,43,3.66279
"Sep 20, 2000
 ",,HP Photosmart C215,,,3,1,0,,,0 questions asked,,101,3.16337
"Oct 26, 1998
 ",,HP Photosmart C30,,,0,0,0,,,0 questions asked,,13,4.16923
"Sep 20, 2000
 ",,HP Photosmart C315,,,4,1,0,,,0 questions asked,,88,4.07841
"Oct 3, 1999
 ",Compact,HP Photosmart C500,,,0,0,0,,,0 questions asked,,13,3.41538
"Feb 3, 2000
 ",Compact,HP Photosmart C618,"1/2.7"" (5.312 x 3.984 mm)",,5,1,0,,,0 questions asked,,101,4.28812
"Feb 3, 2000
 ",SLR-like (bridge),HP Photosmart C912,"2/3"" (8.8 x 6.6 mm)",,3,0,0,,,0 questions asked,,46,4.18043
"Aug 23, 2005
 ",Compact,HP Photosmart E317,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,1,1.4
"Jan 4, 2006
 ",Compact,HP Photosmart E327,"1/2.5"" (5.744 x 4.308 mm)",,1,0,0,,,0 questions asked,,1,3.3
"Jun 22, 2007
 ",Compact,HP Photosmart E337,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,2,2.9
"Feb 18, 2005
 ",Compact,HP Photosmart M22,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,5,3.78
"Feb 18, 2005
 ",Compact,HP Photosmart M23,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,,
"Aug 2, 2004
 ",Compact,HP Photosmart M307,"1/2.7"" (5.312 x 3.984 mm)",,1,0,0,,,0 questions asked,,9,3.17778
"Aug 28, 2004
 ",,HP Photosmart M407,,,1,1,0,,,0 questions asked,,10,2.85
"Feb 18, 2005
 ",Compact,HP Photosmart M417,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,2,3.35
"Jan 4, 2006
 ",Compact,HP Photosmart M425,"1/2.5"" (5.744 x 4.308 mm)",,1,0,0,,,0 questions asked,,4,3.15
"Mar 8, 2007
 ",Compact,HP Photosmart M437,"1/2.5"" (5.744 x 4.308 mm)",,1,0,0,,,0 questions asked,,,
"Apr 28, 2005
 ",Compact,HP Photosmart M517,"1/2.5"" (5.744 x 4.308 mm)",,1,0,0,,,0 questions asked,,5,2.2
"Jan 4, 2006
 ",Compact,HP Photosmart M525,"1/2.5"" (5.744 x 4.308 mm)",,1,1,0,,,0 questions asked,,3,3.06667
"Jan 4, 2006
 ",Compact,HP Photosmart M527,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,,
"Mar 8, 2007
 ",Compact,HP Photosmart M537,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,1,3.9
"Jun 22, 2007
 ",Compact,HP Photosmart Mz67,"1/1.8"" (7.144 x 5.358 mm)",,1,0,0,,,0 questions asked,,,
"Aug 2, 2004
 ",Compact,HP Photosmart R507,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,3,3.76667
"Aug 28, 2004
 ",,HP Photosmart R607,,,1,1,0,,,0 questions asked,,6,4.25
"Feb 12, 2004
 ",Compact,HP Photosmart R707,"1/1.8"" (7.144 x 5.358 mm)",,5,1,0,,,0 questions asked,"Reviewed Aug 13, 2004",14,4.34286
"Feb 18, 2005
 ",Compact,HP Photosmart R717,"1/1.8"" (7.144 x 5.358 mm)",,1,0,0,,,0 questions asked,,3,4.13333
"Jan 4, 2006
 ",Compact,HP Photosmart R725,"1/2.5"" (5.744 x 4.308 mm)",,1,0,0,,,0 questions asked,,,
"Jan 4, 2006
 ",Compact,HP Photosmart R727,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,1,4.4
"Jun 22, 2007
 ",Compact,HP Photosmart R742,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,,
"Jun 1, 2005
 ",Compact,HP Photosmart R817,"1/2.5"" (5.744 x 4.308 mm)",,3,0,1,,,0 questions asked,,4,4.625
"Jun 1, 2005
 ",Compact,HP Photosmart R818,"1/2.5"" (5.744 x 4.308 mm)",,1,0,0,,,0 questions asked,,,
"Mar 8, 2007
 ",Compact,HP Photosmart R837,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,,
"Jan 4, 2006
 ",Compact,HP Photosmart R927,"1/1.8"" (7.144 x 5.358 mm)",,0,0,0,,,0 questions asked,,3,3.16667
"Jun 22, 2007
 ",Compact,HP Photosmart R937,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,,
"Jan 29, 1998
 ",,Kodak DC200,,,3,5,0,,,0 questions asked,,8,3.85
"Feb 26, 1999
 ",Compact,Kodak DC200 plus,,,1,0,0,,,0 questions asked,,5,3.8
"Nov 12, 1998
 ",,Kodak DC210 plus,,,19,1,1,,,0 questions asked,,31,3.83548
"Aug 3, 1999
 ",Compact,Kodak DC215,,,15,4,0,,,0 questions asked,,64,3.92969
"May 20, 1998
 ",,Kodak DC220,,,1,0,0,,,0 questions asked,,2,4.15
"Feb 26, 1999
 ",Compact,Kodak DC240,,,16,0,0,,,1 question asked,,32,3.975
"May 20, 1998
 ",,Kodak DC260,,,14,3,0,,,0 questions asked,,17,4.06471
"Feb 26, 1999
 ",Compact,Kodak DC265,,,15,7,1,,,0 questions asked,"Reviewed Aug 24, 1999",10,4.22
"Jun 23, 1999
 ",Compact,Kodak DC280,"1/1.76"" (7.32 x 5.49 mm)",,21,4,0,,,0 questions asked,"Reviewed Aug 24, 1999",42,4.1381
"Aug 12, 1999
 ",Compact,Kodak DC290,,,13,7,0,,,0 questions asked,"Reviewed Jan 2, 2000",47,4.0766
"Sep 23, 2000
 ",Compact,Kodak DC3200,,,7,1,0,,,0 questions asked,,57,3.95263
"Aug 1, 2000
 ",Compact,Kodak DC3400,"1/1.76"" (7.32 x 5.49 mm)",,8,2,0,,,0 questions asked,,69,4.12754
"Aug 28, 2000
 ",Ultracompact,Kodak DC3800,"1/1.76"" (7.32 x 5.49 mm)",,1,0,0,,,0 questions asked,,29,3.91034
"Jun 6, 2000
 ",Compact,Kodak DC4800,,,23,4,0,,,0 questions asked,"Reviewed Dec 7, 2000",107,4.23738
"Jun 6, 2000
 ",Compact,Kodak DC5000,,,4,1,0,,,0 questions asked,,24,4.09167
"Sep 23, 2002
 ",Large SLR,Kodak DCS Pro 14n,Full frame (36 x 24 mm),,12,16,2,,,2 questions asked,"Reviewed May 20, 2003",28,3.96071
"Mar 18, 2004
 ",Large SLR,Kodak DCS Pro SLR/c,Full frame (36 x 24 mm),,9,7,4,,,1 question asked,"Reviewed Jun 29, 2004",4,4.175
"Feb 12, 2004
 ",Large SLR,Kodak DCS Pro SLR/n,Full frame (36 x 24 mm),,20,26,2,,,2 questions asked,,23,4.02609
"Jul 13, 1998
 ",,Kodak DCS315,,,3,2,0,,,0 questions asked,,6,3.23333
"Jul 27, 1999
 ",Large SLR,Kodak DCS330,,,2,1,1,,,2 questions asked,,4,3.6
"Mar 1, 1994
 ",,Kodak DCS420,,,8,6,0,,,0 questions asked,,7,3.12857
"Mar 1, 1995
 ",,Kodak DCS460,,,5,4,0,,,0 questions asked,,17,3.85294
"Feb 3, 1998
 ",Large SLR,Kodak DCS520 / Canon D2000,,,7,3,0,,,0 questions asked,"Reviewed Feb 17, 1999",10,4.27
"Sep 11, 1998
 ",,Kodak DCS560 / Canon D6000,,,0,2,0,,,0 questions asked,,5,4.08
"Feb 3, 1999
 ",Large SLR,Kodak DCS620,APS-C (22.5 x 15 mm),,4,2,0,,,0 questions asked,"Reviewed Aug 24, 1999",8,4.1875
"May 15, 2000
 ",Large SLR,Kodak DCS620x,APS-C (22.5 x 15 mm),,0,3,0,,,0 questions asked,"Reviewed Jun 14, 2000",2,4.25
"Jun 18, 1999
 ",,Kodak DCS660,,,0,2,0,,,0 questions asked,,5,4.16
"Jun 4, 2001
 ",Large SLR,Kodak DCS720x,APS-C (22.5 x 15 mm),,2,3,0,,,0 questions asked,,7,4.74286
"Mar 22, 2001
 ",Large SLR,Kodak DCS760,APS-H (27.65 x 18.43 mm),,8,4,0,,,0 questions asked,"Reviewed Jul 16, 2001",17,4.54706
"Aug 14, 2001
 ",Compact,Kodak DX3215,"1/2.7"" (5.312 x 3.984 mm)",,2,1,0,,,0 questions asked,,40,3.8625
"Apr 23, 2001
 ",Compact,Kodak DX3500,"1/2"" (6.4 x 4.8 mm)",,3,3,0,,,0 questions asked,,50,4.112
"Apr 23, 2001
 ",Compact,Kodak DX3600,"1/2"" (6.4 x 4.8 mm)",,6,2,0,,,0 questions asked,,118,4.32712
"Aug 14, 2001
 ",Compact,Kodak DX3700,"1/1.8"" (7.144 x 5.358 mm)",,1,1,0,,,0 questions asked,,54,3.47593
"Aug 14, 2001
 ",Compact,Kodak DX3900,"1/1.8"" (7.144 x 5.358 mm)",,4,0,0,,,0 questions asked,,93,4.20323
"Aug 13, 2002
 ",Compact,Kodak DX4330,,,1,1,0,,,0 questions asked,,13,3.58462
"Aug 5, 2003
 ",Compact,Kodak DX4530,,,3,1,0,,,0 questions asked,,25,4.212
"Feb 22, 2002
 ",Compact,Kodak DX4900,,,2,0,0,,,0 questions asked,"Reviewed May 16, 2002",39,4.37949
"Feb 27, 2003
 ",Compact,Kodak DX6340,"1/2.7"" (5.312 x 3.984 mm)",,5,3,0,,,0 questions asked,,39,4.29487
"Jun 2, 2003
 ",Compact,Kodak DX6440,"1/2.5"" (5.744 x 4.308 mm)",,8,2,0,,,0 questions asked,,32,4.45312
"Aug 19, 2003
 ",Compact,Kodak DX6490,"1/2.5"" (5.744 x 4.308 mm)",,10,5,1,,,0 questions asked,,99,4.30202
"May 4, 2004
 ",Compact,Kodak DX7440,"1/2.5"" (5.744 x 4.308 mm)",,6,2,1,,,0 questions asked,,31,4.55161
"Aug 3, 2004
 ",Compact,Kodak DX7590,"1/2.5"" (5.744 x 4.308 mm)",,4,12,0,,,0 questions asked,"Reviewed Nov 19, 2004",47,4.5234
"Feb 2, 2004
 ",Compact,Kodak DX7630,"1/1.8"" (7.144 x 5.358 mm)",,5,2,0,,,0 questions asked,,25,4.144
"Sep 24, 2008
 ",Compact,Kodak EasyShare C1013,"1/2.3"" (6.17 x 4.55 mm)",,1,1,0,,,0 questions asked,"Reviewed Nov 27, 2008",1,4.7
"Jan 10, 2012
 ",Compact,Kodak EasyShare C135,"1/2.3"" (6.17 x 4.55 mm)",,0,1,1,$245.99 ,$199.99 ,0 questions asked,,,
"Jan 8, 2009
 ",,Kodak EasyShare C140,,,0,1,0,,,3 questions asked,,,
"Feb 20, 2005
 ",Compact,Kodak EasyShare C300,,,2,1,0,,,0 questions asked,,11,3.10909
"May 4, 2005
 ",Compact,Kodak EasyShare C310,,,2,2,0,,,0 questions asked,,3,3.66667
"May 4, 2005
 ",Compact,Kodak EasyShare C330,,,2,1,0,,,0 questions asked,,1,3.8
"Feb 20, 2005
 ",Compact,Kodak EasyShare C340,,,4,2,0,,,0 questions asked,,7,4.24286
"May 4, 2005
 ",Compact,Kodak EasyShare C360,,,1,1,0,,,0 questions asked,,4,3.8
"Aug 8, 2006
 ",Compact,Kodak EasyShare C433,"1/2.5"" (5.744 x 4.308 mm)",,0,1,0,,,0 questions asked,,2,4.3
"Jul 25, 2007
 ",Compact,Kodak EasyShare C513,"1/2.5"" (5.744 x 4.308 mm)",,1,2,0,,,0 questions asked,,1,4.9
"Feb 17, 2006
 ",Compact,Kodak EasyShare C533,,,0,0,0,,,0 questions asked,,1,4.7
"Mar 7, 2007
 ",,Kodak EasyShare C613,,,1,1,0,$272.99 ,$129.00 ,0 questions asked,,3,3.8
"Feb 17, 2006
 ",Compact,Kodak EasyShare C643,"1/2.5"" (5.744 x 4.308 mm)",,0,1,0,,,0 questions asked,,3,3.76667
"Jan 7, 2007
 ",Compact,Kodak EasyShare C653,"1/2.5"" (5.744 x 4.308 mm)",,0,2,0,,,1 question asked,,4,4.525
"Jan 3, 2006
 ",Compact,Kodak EasyShare C663,,,1,5,0,,,0 questions asked,,1,1.5
"Apr 1, 2008
 ",,Kodak EasyShare C713,,,1,1,0,,,0 questions asked,,5,3.88
"Aug 8, 2006
 ",Compact,Kodak EasyShare C743,"1/2.5"" (5.744 x 4.308 mm)",,3,0,0,,,0 questions asked,,4,3.95
"Mar 8, 2007
 ",,Kodak EasyShare C763,,,1,0,0,,,0 questions asked,,1,2.9
"Jan 1, 2008
 ",,Kodak EasyShare C813,,,0,2,0,,,0 questions asked,,,
"Aug 8, 2006
 ",Compact,Kodak EasyShare C875,"1/1.8"" (7.144 x 5.358 mm)",,2,11,0,,,3 questions asked,"Reviewed Feb 27, 2007",20,4.605
"Sep 24, 2008
 ",,Kodak EasyShare C913,,,3,1,0,,,0 questions asked,,1,3.8
"Aug 13, 2002
 ",Compact,Kodak EasyShare CX4200,,,0,0,0,,,0 questions asked,,4,3.3
"May 21, 2002
 ",Compact,Kodak EasyShare CX4230,,,1,2,0,,,0 questions asked,,6,3.53333
"Sep 25, 2002
 ",,Kodak EasyShare CX4300,,,1,0,0,,,0 questions asked,,5,3.3
"Jun 2, 2003
 ",Compact,Kodak EasyShare CX6200,,,1,0,0,,,0 questions asked,,7,3.87143
"Jun 2, 2003
 ",Compact,Kodak EasyShare CX6230,,,1,1,0,,,0 questions asked,,8,4.05
"Jun 2, 2003
 ",Compact,Kodak EasyShare CX6330,,,2,2,0,,,0 questions asked,,16,4.09375
"Feb 2, 2004
 ",Compact,Kodak EasyShare CX7220,,,0,0,0,,,0 questions asked,,2,3.85
"Feb 2, 2004
 ",Compact,Kodak EasyShare CX7300,,,3,0,0,,,0 questions asked,,12,3.9
"May 4, 2004
 ",Compact,Kodak EasyShare CX7330,,,1,0,0,,,0 questions asked,,3,4.5
"Feb 2, 2004
 ",Compact,Kodak EasyShare CX7430,,,2,4,0,,,0 questions asked,,9,4.3
"May 4, 2004
 ",Compact,Kodak EasyShare CX7530,"1/2.5"" (5.744 x 4.308 mm)",,5,1,0,,,0 questions asked,,8,4.3125
"Jan 8, 2008
 ",Ultracompact,Kodak EasyShare M1033,"1/2.3"" (6.17 x 4.55 mm)",,0,4,0,,,1 question asked,,2,4.15
"Apr 1, 2008
 ",,Kodak EasyShare M1063,,,0,1,0,,,0 questions asked,,2,3.75
"Apr 1, 2008
 ",,Kodak EasyShare M1073 IS,,,0,0,0,,,0 questions asked,,1,2.2
"Jul 10, 2008
 ",,Kodak EasyShare M1093 IS,,,2,2,0,$258.88 ,$229.99 ,0 questions asked,,2,4.25
"Jan 8, 2009
 ",Ultracompact,Kodak EasyShare M320,"1/2.5"" (5.744 x 4.308 mm)",,1,0,0,,,2 questions asked,,,
"Jan 5, 2009
 ",Ultracompact,Kodak EasyShare M340,"1/2.3"" (6.17 x 4.55 mm)",,0,1,0,,,0 questions asked,,,
"Jul 29, 2009
 ",Ultracompact,Kodak EasyShare M341,"1/2.33"" (6.08 x 4.56 mm)",,1,1,0,,,0 questions asked,,,
"Jan 8, 2009
 ",Ultracompact,Kodak EasyShare M380,"1/2.3"" (6.17 x 4.55 mm)",,1,2,0,,,1 question asked,,,
"Jul 29, 2009
 ",Ultracompact,Kodak EasyShare M381,"1/2.33"" (6.08 x 4.56 mm)",,0,0,0,,,0 questions asked,,,
"Jan 5, 2010
 ",,Kodak EasyShare M530,,,0,0,0,,,0 questions asked,,,
"Sep 14, 2011
 ",Compact,Kodak Easyshare M5370,"1/2.3"" (6.17 x 4.55 mm)",,0,0,0,,,0 questions asked,,,
